index,name,path,length,lengths_mean_dist,pdb_id
10445,d1lshb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1lshb_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1lshb_.pdb
5701,d1xo5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xo5a_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1xo5a_.pdb
1548,d1gkab_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gkab_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1gkab_.pdb
7754,d1wrua2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wrua2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1wrua2.pdb
8544,d2ez9a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ez9a2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2ez9a2.pdb
9204,d1jqba2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jqba2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1jqba2.pdb
2705,d1jfma_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jfma_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1jfma_.pdb
11058,d2fcka1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2fcka1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2fcka1.pdb
6890,d1d5ra2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1d5ra2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1d5ra2.pdb
10430,d1xg0c_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xg0c_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1xg0c_.pdb
2800,d1k8ke_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1k8ke_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1k8ke_.pdb
8962,d2brja1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2brja1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2brja1.pdb
5332,d1sc6a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1sc6a1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1sc6a1.pdb
6642,d1knwa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1knwa1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1knwa1.pdb
3918,d2pq7a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2pq7a1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2pq7a1.pdb
9942,d2scpa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2scpa_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2scpa_.pdb
1577,d1pgsa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pgsa2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1pgsa2.pdb
9410,d1m98a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1m98a1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1m98a1.pdb
8395,d1f8fa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1f8fa2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1f8fa2.pdb
1242,d1tiqa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1tiqa_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1tiqa_.pdb
2009,d1ul1x2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ul1x2,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1ul1x2.pdb
10937,d2yvxa3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2yvxa3,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2yvxa3.pdb
7942,d1m5ya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1m5ya1,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1m5ya1.pdb
9887,d2bw4a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bw4a2,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2bw4a2.pdb
3767,d1mvla_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mvla_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1mvla_.pdb
9515,d1vq2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vq2a_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1vq2a_.pdb
8444,d1g3ka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1g3ka_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1g3ka_.pdb
2526,d1bgxt2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bgxt2,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1bgxt2.pdb
2494,d1xzpa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xzpa1,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1xzpa1.pdb
7035,d1wmxa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wmxa_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1wmxa_.pdb
8126,d1od5a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1od5a2,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1od5a2.pdb
